,Prob-level,harm-level,personal,ID,Date,cityName,countryCode,countryName,ipAddress,latitude,longitude,regionName,timeZone,zipCode
11975,A not too serious problem,Not for many years,Not at all concerned,13176,2016-01-30 11:45:34,Berryville,US,United States,173.185.215.183,36.3648,-93.568,Arkansas,-05:00,72616
11976,Not a problem,Not for many years,Not at all concerned,13175,2016-01-30 11:20:02,Fort Lauderdale,US,United States,50.154.238.243,26.1223,-80.1434,Florida,-04:00,33301
11977,A somewhat serious problem,Now,Somewhat concerned,13174,2016-01-30 09:25:26,North Kensington,GB,United Kingdom,129.31.69.92,51.4954,-0.17801,England,+01:00,SW7 2ED
11978,A somewhat serious problem,Not for many years,Somewhat concerned,13173,2016-01-30 09:15:26,Sioux Falls,US,United States,107.77.89.27,43.55,-96.7003,South Dakota,-05:00,57101
11979,A very serious problem,In the next few years,Very concerned,13172,2016-01-30 08:11:00,Oregon,US,United States,24.181.173.79,42.9261,-89.3846,Wisconsin,-05:00,53575
11980,A very serious problem,Now,Somewhat concerned,13171,2016-01-30 07:16:54,Coton,GB,United Kingdom,131.111.5.146,52.2106,0.06094,England,+01:00,CB23 7P
11981,A very serious problem,Now,Somewhat concerned,13170,2016-01-30 06:37:47,Baltimore,US,United States,172.58.184.108,39.2904,-76.6122,Maryland,-04:00,21201
11982,Not a problem,Never,Not at all concerned,13169,2016-01-30 05:54:16,Portland,US,United States,71.59.165.59,45.5234,-122.676,Oregon,-07:00,97086
11983,A very serious problem,Now,Very concerned,13168,2016-01-30 03:04:28,Ludwigshafen am Rhein,DE,Germany,77.177.22.86,49.4812,8.44641,Rheinland-Pfalz,+02:00,67059
11984,A not too serious problem,Not for many years,Not at all concerned,13167,2016-01-30 02:48:43,Hot Springs National Park,US,United States,24.204.54.2,34.5,-93.05,Arkansas,-05:00,71901
11985,A very serious problem,Now,Very concerned,13166,2016-01-30 01:56:11,North Vancouver,CA,Canada,24.84.16.58,49.3164,-123.069,British Columbia,-07:00,V7G 0A1
11986,A very serious problem,Now,Very concerned,13165,2016-01-30 01:35:44,Sydney,AU,Australia,59.101.67.136,-33.8679,151.207,New South Wales,+11:00,2000
11987,Not a problem,Not for many years,Not at all concerned,13164,2016-01-30 01:26:26,Buies Creek,US,United States,67.45.113.238,35.4132,-78.7356,North Carolina,-04:00,27506
11988,A very serious problem,Now,Very concerned,13163,2016-01-30 01:24:39,Leslie,US,United States,76.242.150.222,42.4514,-84.4325,Michigan,-04:00,49251
11989,A very serious problem,Now,Somewhat concerned,13162,2016-01-30 01:04:26,Matthews,US,United States,97.33.130.232,35.1168,-80.7237,North Carolina,-04:00,28104
11990,Not a problem,Never,Not at all concerned,13161,2016-01-30 00:35:39,Town 'n' Country,US,United States,96.252.173.48,28.0106,-82.5773,Florida,-04:00,33615
11991,A very serious problem,Now,Very concerned,13160,2016-01-30 00:33:38,Fairfax,US,United States,98.163.91.82,38.8462,-77.3064,Virginia,-04:00,20151
11992,A very serious problem,Now,Somewhat concerned,13159,2016-01-30 00:31:22,Rochester,US,United States,96.42.252.192,44.0216,-92.4699,Minnesota,-05:00,55901
11993,A somewhat serious problem,Now,Somewhat concerned,13158,2016-01-29 23:57:21,Hillsville,US,United States,184.6.10.177,36.7626,-80.7348,Virginia,-04:00,24343
11994,A very serious problem,Now,Very concerned,13157,2016-01-29 23:51:13,Ashburn,US,United States,100.14.173.113,39.0341,-77.4885,Virginia,-04:00,20147
11995,A very serious problem,Now,Not too concerned,13156,2016-01-29 23:50:36,Pittsburgh,US,United States,108.17.87.213,40.4406,-79.9959,Pennsylvania,-04:00,15122
11996,A very serious problem,Now,Somewhat concerned,13155,2016-01-29 23:19:46,Jacksonville,US,United States,70.209.50.172,30.3322,-81.6556,Florida,-04:00,32099
11998,A very serious problem,Now,Somewhat concerned,13147,2016-01-29 22:42:06,Jacksonville,US,United States,70.209.50.172,30.3322,-81.6556,Florida,-04:00,32099
12000,A very serious problem,Now,Very concerned,13154,2016-01-29 23:15:16,Gaithersburg,US,United States,108.18.164.81,39.1434,-77.2014,Maryland,-04:00,20877
12001,A very serious problem,Now,Not too concerned,13153,2016-01-29 23:15:04,Stanford,US,United States,128.12.253.5,37.4213,-122.164,California,-07:00,94305
12002,A very serious problem,In the next few years,Not too concerned,13152,2016-01-29 23:11:04,Lewiston,US,United States,108.176.224.59,44.1003,-70.2148,Maine,-04:00,04240
12003,Not a problem,Not for many years,Not at all concerned,13151,2016-01-29 23:05:47,Lampeter,US,United States,166.216.165.50,39.9901,-76.2397,Pennsylvania,-04:00,17537
12004,A somewhat serious problem,Not for many years,Not at all concerned,13150,2016-01-29 22:55:52,Fort Meade,US,United States,70.193.211.194,27.7523,-81.8018,Florida,-04:00,33841
12006,A somewhat serious problem,Not for many years,Not at all concerned,13149,2016-01-29 22:54:17,Fort Meade,US,United States,70.193.211.194,27.7523,-81.8018,Florida,-04:00,33841
12008,Not a problem,Not for many years,Not at all concerned,13148,2016-01-29 22:51:10,Montgomery,US,United States,71.226.75.101,31.9405,-81.122,Georgia,-04:00,31420
12009,Not a problem,Not for many years,Not at all concerned,13146,2016-01-29 22:38:59,Leaf River,US,United States,199.36.213.158,42.1652,-89.4013,Illinois,-05:00,61047
12010,A very serious problem,Now,Very concerned,13145,2016-01-29 22:17:06,Arcata,US,United States,23.126.182.118,40.8665,-124.083,California,-07:00,95518
12011,A somewhat serious problem,Not for many years,Not at all concerned,13144,2016-01-29 21:41:42,Las Vegas,US,United States,76.0.242.165,36.175,-115.137,Nevada,-07:00,89044
12012,A very serious problem,Now,Very concerned,13143,2016-01-29 21:38:25,Brasilia,BR,Brazil,189.6.16.211,-15.7797,-47.9297,Distrito Federal,-03:00,70000-0
12013,A not too serious problem,Now,Not at all concerned,13142,2016-01-29 21:38:05,Tel Aviv,IL,Israel,79.182.20.214,32.0809,34.7806,Tel Aviv,+03:00,-
12014,Not a problem,Never,Not at all concerned,13141,2016-01-29 21:28:58,Murrieta,US,United States,173.51.91.166,33.5539,-117.214,California,-07:00,92562
12015,A very serious problem,Now,Somewhat concerned,13140,2016-01-29 21:18:19,Atlanta,US,United States,166.181.80.162,33.749,-84.38799999999999,Georgia,-04:00,30301
12016,A very serious problem,Now,Very concerned,13139,2016-01-29 20:49:48,Islandia,US,United States,108.21.58.2,40.8043,-73.169,New York,-04:00,11749
12017,A very serious problem,Now,Very concerned,13138,2016-01-29 20:30:23,Schenectady,US,United States,65.213.99.254,42.8144,-73.9432,New York,-04:00,12305
12018,A very serious problem,Now,Very concerned,13137,2016-01-29 20:18:40,Toronto,CA,Canada,74.14.16.186,43.7798,-79.4149,Ontario,-04:00,M2N 4P9
12019,A very serious problem,Now,Somewhat concerned,13136,2016-01-29 20:18:25,Cleves,US,United States,72.49.41.119,39.1617,-84.7491,Ohio,-04:00,45002
12020,A somewhat serious problem,Not for many years,Not at all concerned,13135,2016-01-29 20:06:08,Laagri,EE,Estonia,90.191.215.49,59.3508,24.6142,Harjumaa,+04:00,76401
12021,A very serious problem,Now,Very concerned,13134,2016-01-29 20:00:19,Exeter,CA,Canada,184.151.61.34,43.3435,-81.4793,Ontario,-04:00,N0M 1S0
12022,A very serious problem,Now,Very concerned,13133,2016-01-29 19:47:02,Greenacres,US,United States,172.56.42.94,47.6633,-117.15700000000001,Washington,-07:00,99016
12023,Not a problem,Never,Not at all concerned,13132,2016-01-29 19:45:32,Cloverdale,US,United States,75.101.10.156,38.8055,-123.01700000000001,California,-07:00,95425
12024,A somewhat serious problem,Not for many years,Not at all concerned,13131,2016-01-29 19:45:30,Albuquerque,US,United States,174.56.63.198,35.0845,-106.65100000000001,New Mexico,-06:00,87101
12025,A very serious problem,In the next few years,Not too concerned,13130,2016-01-29 19:37:31,Salem,US,United States,24.21.14.157,44.9429,-123.035,Oregon,-07:00,97301
12026,A very serious problem,Now,Not too concerned,13129,2016-01-29 19:23:11,Victoria,CA,Canada,75.156.33.116,48.4329,-123.369,British Columbia,-07:00,V8N 0A1
12027,A very serious problem,Now,Very concerned,13128,2016-01-29 19:21:03,Hartford,US,United States,68.230.158.92,41.7637,-72.6851,Connecticut,-04:00,06101
12028,A very serious problem,Now,Somewhat concerned,13127,2016-01-29 19:02:53,Highlands,US,United States,107.77.100.81,29.8188,-95.056,Texas,-05:00,77562
12029,A very serious problem,Now,Somewhat concerned,13126,2016-01-29 18:26:27,Banbury,GB,United Kingdom,86.182.91.38,52.0602,-1.34029,England,+01:00,OX16 0A
12030,A very serious problem,Now,Somewhat concerned,13125,2016-01-29 18:14:45,Lebanon,US,United States,70.109.138.229,43.6423,-72.2518,New Hampshire,-04:00,03756
12031,A somewhat serious problem,Not for many years,Not too concerned,13124,2016-01-29 18:13:13,Leo,US,United States,70.198.70.169,41.2261,-85.0309,Indiana,-04:00,46765
12032,A very serious problem,In the next few years,Somewhat concerned,13123,2016-01-29 17:51:52,Dubai,AE,United Arab Emirates,86.97.54.29,25.2582,55.3047,Dubai,+04:00,-
12033,A very serious problem,Now,Very concerned,13122,2016-01-29 17:50:47,Tucson,US,United States,67.1.227.118,32.2217,-110.926,Arizona,-07:00,85701
12034,Not a problem,Never,Not too concerned,13121,2016-01-29 17:47:01,Bartlesville,US,United States,96.19.207.55,36.7473,-95.9808,Oklahoma,-05:00,74003
12035,A very serious problem,Now,Very concerned,13120,2016-01-29 17:46:08,Palo Alto,US,United States,143.254.217.242,37.4419,-122.14299999999999,California,-07:00,94301
12036,Not a problem,Never,Not at all concerned,13119,2016-01-29 17:17:40,Concord,US,United States,24.74.191.39,35.4087,-80.5795,North Carolina,-04:00,28025
12037,A very serious problem,Now,Somewhat concerned,13118,2016-01-29 17:17:31,Mount Laurel,US,United States,73.156.118.92,39.9478,-74.9117,New Jersey,-04:00,08054
12038,A very serious problem,Now,Very concerned,13117,2016-01-29 17:08:09,Union Grove,US,United States,216.56.27.162,42.6881,-88.0515,Wisconsin,-05:00,53182
12039,Not a problem,Never,Not at all concerned,13116,2016-01-29 17:00:30,Rapid City,US,United States,208.107.131.87,44.0805,-103.23100000000001,South Dakota,-06:00,57701
12040,A not too serious problem,Not for many years,Not at all concerned,13115,2016-01-29 16:55:14,Fort Myers,US,United States,73.23.73.255,26.6217,-81.8406,Florida,-04:00,33900
12041,A somewhat serious problem,In the next few years,Not too concerned,13114,2016-01-29 16:52:02,Toronto,CA,Canada,99.231.195.22,43.6708,-79.3793,Ontario,-04:00,M4Y 2Y5
12042,A very serious problem,Now,Not too concerned,13113,2016-01-29 16:24:20,Oxford,US,United States,65.185.109.75,39.507,-84.7452,Ohio,-04:00,45056
12043,A not too serious problem,Not for many years,Not at all concerned,13112,2016-01-29 16:16:59,Atlanta,US,United States,107.72.164.122,33.8785,-84.3339,Georgia,-04:00,30319
12044,Not a problem,Now,Not too concerned,13111,2016-01-29 16:06:24,Verdi,US,United States,71.84.114.146,39.5182,-119.98899999999999,Nevada,-07:00,89439
12045,A very serious problem,Now,Very concerned,13110,2016-01-29 15:54:05,Weehawken,US,United States,96.242.184.189,40.7696,-74.0204,New Jersey,-04:00,07086
12046,A very serious problem,Now,Somewhat concerned,13109,2016-01-29 15:49:12,Kapellen,BE,Belgium,84.197.102.163,51.3138,4.43539,Antwerpen,+02:00,2950
12047,A very serious problem,Now,Somewhat concerned,13108,2016-01-29 15:41:30,El Paso,US,United States,129.108.202.100,31.788,-106.501,Texas,-06:00,79902
12048,A very serious problem,Now,Somewhat concerned,13107,2016-01-29 15:36:03,Aldine,US,United States,172.56.14.76,29.9324,-95.3802,Texas,-06:00,77039
12049,A somewhat serious problem,Not for many years,Not too concerned,13106,2016-01-29 15:21:53,Granbury,US,United States,68.113.152.20,32.4421,-97.7942,Texas,-05:00,76048
12050,Not a problem,Never,Not at all concerned,13105,2016-01-29 15:19:46,Maryland Heights,US,United States,24.107.217.104,38.7131,-90.4298,Missouri,-05:00,63043
12051,Not a problem,Never,Not at all concerned,13104,2016-01-29 15:00:49,Hartwell,US,United States,64.179.197.84,34.358000000000004,-82.9223,Georgia,-04:00,30643
12052,A somewhat serious problem,Not for many years,Not at all concerned,13103,2016-01-29 14:42:19,Quesnel,CA,Canada,173.180.140.45,52.9784,-122.493,British Columbia,-07:00,V2J 0A1
12053,A very serious problem,Now,Very concerned,13102,2016-01-29 14:39:00,Montpelier,US,United States,159.105.17.172,44.2617,-72.5808,Vermont,-04:00,05633
12054,A not too serious problem,Not for many years,Not at all concerned,13101,2016-01-29 14:35:43,College Station,US,United States,165.91.204.87,30.6111,-96.3491,Texas,-05:00,77843
12055,A somewhat serious problem,Not for many years,Somewhat concerned,13100,2016-01-29 14:18:24,Montpelier,US,United States,50.137.118.248,44.2601,-72.5754,Vermont,-04:00,05601
12056,A very serious problem,Now,Very concerned,13099,2016-01-29 14:12:52,Kolkata,IN,India,1.39.37.191,22.5697,88.3697,West Bengal,+05:30,700155
12057,A very serious problem,Now,Somewhat concerned,13098,2016-01-29 14:06:53,Claremont,US,United States,134.173.202.209,34.1131,-117.71700000000001,California,-07:00,91711
12058,A very serious problem,Now,Very concerned,13097,2016-01-29 13:57:30,Fishersville,US,United States,216.12.45.83,38.0877,-78.9671,Virginia,-04:00,22939
12059,A very serious problem,In the next few years,Very concerned,13096,2016-01-29 13:44:37,Shimoga,IN,India,223.227.3.44,13.9167,75.5667,Karnataka,+05:30,577447
12061,A very serious problem,Now,Somewhat concerned,13094,2016-01-29 13:17:44,Cambridge,US,United States,199.94.9.253,42.3751,-71.1056,Massachusetts,-04:00,02138
12062,A somewhat serious problem,Not for many years,Not too concerned,13093,2016-01-29 13:15:14,La Jolla,US,United States,137.110.107.135,32.8761,-117.23200000000001,California,-07:00,92093
12063,Not a problem,Not for many years,Not at all concerned,13092,2016-01-29 13:10:16,Boise,US,United States,216.182.107.26,43.5323,-116.14200000000001,Idaho,-06:00,83716
12064,A somewhat serious problem,Now,Somewhat concerned,13091,2016-01-29 13:04:50,Rodney,CA,Canada,24.140.235.72,42.5668,-81.6831,Ontario,-04:00,N0L 2C0
12065,A very serious problem,In the next few years,Very concerned,13090,2016-01-29 12:59:23,Rawang,MY,Malaysia,118.101.201.68,3.3213,101.57700000000001,Selangor,+08:00,48000
12066,A somewhat serious problem,In the next few years,Not too concerned,13089,2016-01-29 12:43:28,Washington,US,United States,38.100.131.11,38.8951,-77.0364,District Of Columbia,-04:00,20001
12067,Not a problem,Never,Not at all concerned,13088,2016-01-29 12:38:19,Portland,US,United States,50.133.184.16,43.6615,-70.2553,Maine,-04:00,04101
12068,A somewhat serious problem,Not for many years,Not at all concerned,13087,2016-01-29 12:31:47,Fleming Island,US,United States,67.190.234.26,30.0931,-81.7192,Florida,-04:00,32003
12069,A very serious problem,Now,Very concerned,13086,2016-01-29 12:13:18,Tampa,US,United States,97.96.234.80,27.9475,-82.4584,Florida,-04:00,33601
12070,A somewhat serious problem,In the next few years,Somewhat concerned,13085,2016-01-29 11:56:48,Rochester,US,United States,141.210.119.80,42.658,-83.1865,Michigan,-04:00,48309
12071,A very serious problem,Now,Very concerned,13084,2016-01-29 11:56:46,Bridgeport,US,United States,67.83.123.162,41.167,-73.2048,Connecticut,-04:00,06601
12072,A somewhat serious problem,In the next few years,Not too concerned,13083,2016-01-29 11:54:18,Suwanee,US,United States,64.88.163.125,34.0648,-84.0848,Georgia,-04:00,30024
12073,A very serious problem,In the next few years,Very concerned,13082,2016-01-29 11:36:01,Stilwell,US,United States,204.52.179.201,38.7692,-94.6564,Kansas,-05:00,66085
12074,A very serious problem,In the next few years,Very concerned,13081,2016-01-29 10:59:55,Jamaica,US,United States,170.24.131.88,40.7035,-73.80199999999999,New York,-04:00,11405
12075,A somewhat serious problem,Now,Somewhat concerned,13080,2016-01-29 10:53:29,Collingwood,CA,Canada,99.251.116.131,44.4834,-80.2164,Ontario,-04:00,L9Y 0A1
12076,A very serious problem,Now,Not too concerned,13079,2016-01-29 10:28:11,Richmond,US,United States,71.41.160.198,29.5822,-95.7608,Texas,-05:00,77406
12077,Not a problem,Never,Not at all concerned,13078,2016-01-29 09:31:36,McCalla,US,United States,68.62.112.66,33.2675,-87.1456,Alabama,-05:00,35111
12078,A somewhat serious problem,In the next few years,Somewhat concerned,13077,2016-01-29 09:25:27,South China,US,United States,169.244.6.193,44.3956,-69.5711,Maine,-04:00,04358
12079,A very serious problem,Now,Very concerned,13076,2016-01-29 09:06:23,South Portland,US,United States,67.253.87.140,43.6415,-70.2409,Maine,-04:00,04106
12080,A somewhat serious problem,In the next few years,Somewhat concerned,13075,2016-01-29 08:53:17,Charikar,AF,Afghanistan,180.94.85.2,35.0136,69.1714,Parvan,+04:30,-
12081,A very serious problem,Now,Very concerned,13074,2016-01-29 08:48:10,Bangalore,IN,India,117.192.197.178,12.9762,77.6033,Karnataka,+05:30,560018
12082,A very serious problem,Now,Very concerned,13073,2016-01-29 08:15:19,Mechanicsburg,US,United States,98.235.188.181,40.2143,-77.0086,Pennsylvania,-04:00,17050
12083,A very serious problem,In the next few years,Very concerned,13072,2016-01-29 07:34:07,Cicero,US,United States,172.56.39.204,41.8456,-87.7539,Illinois,-05:00,60804
12085,Not a problem,Not for many years,Not at all concerned,5775,2015-12-23 16:00:16,Cicero,US,United States,172.56.39.204,41.8456,-87.7539,Illinois,-05:00,60804
12087,A somewhat serious problem,In the next few years,Somewhat concerned,13071,2016-01-29 07:32:49,West Des Moines,US,United States,70.56.2.160,41.571999999999996,-93.7453,Iowa,-05:00,50061
12088,A not too serious problem,Never,Not at all concerned,13070,2016-01-29 07:30:06,Winthrop,US,United States,74.75.106.50,44.3051,-69.977,Maine,-04:00,04364
12089,A not too serious problem,Not for many years,Not too concerned,13069,2016-01-29 07:18:42,Mount Laurel,US,United States,68.44.4.195,39.9478,-74.9117,New Jersey,-04:00,08054
12090,A very serious problem,Now,Very concerned,13068,2016-01-29 07:09:36,Dothan,US,United States,70.193.122.210,31.2232,-85.3905,Alabama,-05:00,36301
12091,A very serious problem,Now,Very concerned,13066,2016-01-29 06:02:05,Dera Bugti,PK,Pakistan,182.183.157.22,29.0307,69.15100000000001,Balochistan,+05:00,80100
12092,A very serious problem,Now,Very concerned,13065,2016-01-29 05:53:18,Berlin,DE,Germany,80.153.115.119,52.5244,13.4105,Berlin,+02:00,10178
12093,A very serious problem,In the next few years,Very concerned,13064,2016-01-29 05:49:36,Olympia,US,United States,98.203.169.163,47.0379,-122.90100000000001,Washington,-07:00,98501
12094,A very serious problem,Now,Somewhat concerned,13063,2016-01-29 05:21:01,Seattle,US,United States,174.31.240.44,47.6062,-122.33200000000001,Washington,-07:00,98101
12095,A very serious problem,Now,Very concerned,13062,2016-01-29 04:25:12,Bangalore,IN,India,115.99.234.56,12.9762,77.6033,Karnataka,+05:30,560018
12096,A very serious problem,Now,Very concerned,13061,2016-01-29 04:15:55,Las Vegas,US,United States,97.44.129.59,36.175,-115.137,Nevada,-07:00,89044
12097,A very serious problem,Now,Very concerned,13059,2016-01-29 03:19:43,Everett,US,United States,73.239.65.11,47.979,-122.20200000000001,Washington,-07:00,98201
12098,A very serious problem,Now,Not at all concerned,13058,2016-01-29 03:12:22,Dunedin,NZ,New Zealand,219.89.177.239,-45.8742,170.50400000000002,Otago,+13:00,9058
12099,A not too serious problem,Not for many years,Not at all concerned,13057,2016-01-29 02:45:28,Spanaway,US,United States,67.185.147.70,47.104,-122.435,Washington,-07:00,98387
12100,A very serious problem,Now,Very concerned,13056,2016-01-29 02:42:18,Clackamas,US,United States,71.63.128.171,45.4076,-122.57,Oregon,-07:00,97015
12102,A very serious problem,Now,Very concerned,13055,2016-01-29 02:35:37,Clackamas,US,United States,71.63.128.171,45.4076,-122.57,Oregon,-07:00,97015
12104,A very serious problem,Now,Very concerned,13054,2016-01-29 02:23:45,New Paltz,US,United States,24.168.47.69,41.7476,-74.0868,New York,-04:00,12561
12105,A very serious problem,Now,Very concerned,13053,2016-01-29 02:11:17,McAllen,US,United States,107.77.80.76,26.2034,-98.23,Texas,-05:00,78501
12106,A very serious problem,In the next few years,Somewhat concerned,13052,2016-01-29 01:45:23,Myrtle Beach,US,United States,162.252.4.71,33.6891,-78.8867,South Carolina,-04:00,29572
12107,A very serious problem,Now,Somewhat concerned,13051,2016-01-29 01:36:41,Heart Butte,US,United States,107.77.173.8,48.3159,-112.929,Montana,-06:00,59448
12108,A very serious problem,Now,Very concerned,13050,2016-01-29 01:27:21,Round Lake,US,United States,71.201.119.190,42.3534,-88.0934,Illinois,-05:00,60073
12109,A somewhat serious problem,Not for many years,Somewhat concerned,13049,2016-01-29 00:59:48,Tupelo,US,United States,65.0.114.94,34.2576,-88.7034,Mississippi,-05:00,38801
12110,A very serious problem,Now,Very concerned,13048,2016-01-29 00:44:31,Toledo,US,United States,72.241.18.75,41.6023,-83.6297,Ohio,-04:00,43614
12111,Not a problem,Never,Not at all concerned,13047,2016-01-29 00:42:12,Jber,US,United States,72.42.157.31,61.2321,-149.789,Alaska,-08:00,99505
12112,A very serious problem,Now,Somewhat concerned,13046,2016-01-29 00:41:34,Eden Prairie,US,United States,75.73.111.69,44.8547,-93.4708,Minnesota,-05:00,55343
12113,A somewhat serious problem,Now,Very concerned,13045,2016-01-29 00:35:28,Floyds Knobs,US,United States,96.28.230.33,38.3244,-85.8736,Indiana,-04:00,47119
12114,A very serious problem,Now,Very concerned,13044,2016-01-29 00:29:55,Oakley,US,United States,207.195.130.164,39.1333,-100.86399999999999,Kansas,-05:00,67748
12115,A very serious problem,Now,Very concerned,13043,2016-01-29 00:28:22,Beverly Hills,US,United States,172.56.40.144,34.0736,-118.4,California,-07:00,90209
12116,A very serious problem,Now,Very concerned,13042,2016-01-29 00:25:18,Berkeley,US,United States,75.101.50.42,37.8716,-122.273,California,-07:00,94701
12117,A very serious problem,Now,Very concerned,13041,2016-01-29 00:19:16,Gaithersburg,US,United States,71.163.111.129,39.1434,-77.2014,Maryland,-04:00,20877
12118,A very serious problem,Now,Very concerned,13040,2016-01-29 00:12:47,Fort Myers,US,United States,50.154.88.109,26.6217,-81.8406,Florida,-04:00,33900
12119,A very serious problem,Now,Very concerned,13039,2016-01-29 00:03:52,Sarasota,US,United States,72.91.206.75,27.3364,-82.5306,Florida,-04:00,34230
12120,A very serious problem,Now,Somewhat concerned,13038,2016-01-28 23:52:23,Stockton,US,United States,108.69.209.220,37.9577,-121.291,California,-07:00,95201
12121,A very serious problem,Now,Very concerned,13037,2016-01-28 23:49:48,Williston,US,United States,73.149.105.111,44.4375,-73.0682,Vermont,-04:00,05495
12122,A very serious problem,Now,Very concerned,13036,2016-01-28 23:44:05,San Martin,US,United States,172.56.30.171,37.0849,-121.61,California,-07:00,95046
12123,A very serious problem,Now,Very concerned,13035,2016-01-28 23:42:51,Goshen,US,United States,98.220.34.13,41.5823,-85.8344,Indiana,-04:00,46526
12124,A very serious problem,Not for many years,Not at all concerned,13034,2016-01-28 23:08:23,Madison,US,United States,184.56.129.183,41.7712,-81.0498,Ohio,-04:00,44057
12125,A very serious problem,Now,Somewhat concerned,13033,2016-01-28 22:41:47,Little Rock,US,United States,99.47.97.123,34.7465,-92.2896,Arkansas,-05:00,72201
12126,A very serious problem,Now,Very concerned,13032,2016-01-28 22:34:37,Hicksville,US,United States,67.85.240.127,40.7641,-73.51899999999999,New York,-04:00,11801
12127,A very serious problem,Now,Very concerned,13031,2016-01-28 22:26:10,North Las Vegas,US,United States,70.173.223.142,36.1989,-115.118,Nevada,-07:00,89030
12128,A very serious problem,Now,Very concerned,13030,2016-01-28 22:11:38,Butler,US,United States,24.112.234.41,40.8585,-79.9025,Pennsylvania,-04:00,16001
12129,A very serious problem,Now,Very concerned,13029,2016-01-28 21:52:50,Carmel,US,United States,99.21.57.87,39.9784,-86.118,Indiana,-04:00,46032
12130,A not too serious problem,Never,Not at all concerned,13028,2016-01-28 21:52:16,Kalispell,US,United States,72.160.16.145,48.1958,-114.31299999999999,Montana,-06:00,59901
12131,A very serious problem,Now,Very concerned,13027,2016-01-28 21:38:51,Clarksburg,US,United States,73.132.186.116,39.2387,-77.2794,Maryland,-04:00,20871
12132,A very serious problem,Now,Somewhat concerned,13026,2016-01-28 21:28:25,Lincoln City,US,United States,96.41.137.108,44.9582,-124.01799999999999,Oregon,-07:00,97367
12133,A not too serious problem,Now,Not too concerned,13025,2016-01-28 21:25:33,Trenton,US,United States,70.215.72.51,40.217,-74.7429,New Jersey,-04:00,08601
12134,A very serious problem,Now,Somewhat concerned,13024,2016-01-28 21:21:16,Denver,US,United States,73.181.14.193,39.7392,-104.985,Colorado,-06:00,80002
12135,A very serious problem,Now,Very concerned,13023,2016-01-28 21:18:14,Petaluma,US,United States,76.103.111.157,38.2324,-122.637,California,-07:00,94952
12136,A very serious problem,Now,Very concerned,13022,2016-01-28 21:08:34,San Jose,US,United States,99.9.169.29,37.3394,-121.895,California,-07:00,95101
12137,A very serious problem,Now,Very concerned,13021,2016-01-28 21:06:25,Forest Hill,US,United States,166.137.139.114,31.0433,-92.5308,Louisiana,-05:00,71430
12139,A very serious problem,Now,Very concerned,3634,2015-12-12 18:39:11,Forest Hill,US,United States,166.137.139.114,31.0433,-92.5308,Louisiana,-05:00,71430
12141,A very serious problem,In the next few years,Very concerned,13020,2016-01-28 20:48:00,Oyster Bay,US,United States,24.186.39.52,40.8657,-73.5321,New York,-04:00,11801
12142,A very serious problem,Now,Not too concerned,13019,2016-01-28 20:33:41,Laguna Hills,US,United States,68.109.73.119,33.5956,-117.7,California,-07:00,92637
12143,A very serious problem,Now,Very concerned,13018,2016-01-28 20:18:35,Little Rock,US,United States,99.25.240.219,34.7465,-92.2896,Arkansas,-05:00,72201
12144,A very serious problem,In the next few years,Very concerned,13017,2016-01-28 20:17:06,Santa Monica,US,United States,169.232.212.158,34.0195,-118.491,California,-07:00,90401
12145,A very serious problem,Now,Very concerned,13016,2016-01-28 19:36:28,Sunnyside,US,United States,216.186.19.243,46.3237,-120.009,Washington,-07:00,98944
12146,A somewhat serious problem,Now,Somewhat concerned,13015,2016-01-28 19:29:17,Monmouth Junction,US,United States,69.248.128.233,40.379,-74.5465,New Jersey,-04:00,08852
12147,A somewhat serious problem,Now,Very concerned,13014,2016-01-28 19:24:05,Easton,US,United States,70.192.165.231,40.6884,-75.2207,Pennsylvania,-04:00,18040
12148,A very serious problem,Now,Very concerned,13013,2016-01-28 19:04:48,Naples,US,United States,173.165.212.173,26.142,-81.7948,Florida,-04:00,34101
12149,A very serious problem,Now,Very concerned,13012,2016-01-28 18:57:21,Evansville,US,United States,208.96.144.27,37.9894,-87.6377,Indiana,-05:00,47712
12150,A somewhat serious problem,Now,Somewhat concerned,13011,2016-01-28 18:53:00,Piscataway,US,United States,208.167.254.219,40.5397,-74.4664,New Jersey,-04:00,08854
12151,A very serious problem,Now,Somewhat concerned,13010,2016-01-28 18:48:45,Rapid City,US,United States,67.4.44.21,44.0805,-103.23100000000001,South Dakota,-06:00,57701
12152,A very serious problem,In the next few years,Very concerned,13009,2016-01-28 18:14:31,Oak Ridge,US,United States,128.219.49.14,36.021,-84.2527,Tennessee,-04:00,37830
12153,A very serious problem,Now,Very concerned,13008,2016-01-28 18:11:39,Hayward,US,United States,75.36.151.181,37.6688,-122.081,California,-07:00,94540
12154,A very serious problem,Now,Very concerned,13007,2016-01-28 18:09:34,Merida,MX,Mexico,187.136.96.197,20.9667,-89.6167,Yucatan,-06:00,97295
12155,Not a problem,Never,Not at all concerned,13006,2016-01-28 18:00:51,Springfield,US,United States,73.191.219.233,42.3264,-85.2392,Michigan,-04:00,49015
12156,A very serious problem,Now,Somewhat concerned,13005,2016-01-28 17:44:05,Bangor,US,United States,68.68.224.186,44.8163,-68.7788,Maine,-04:00,04401
